status,card_present_flag,txn_description,first_name,balance,gender,age,merchant_state,amount,customer_id,longitude,latitude,month,day,day_name,month_name
authorized,1.0,POS,Tim,54601.71,M,40,WA,18.11,CUS-1816693151,115.83,-31.9,8,5,Sunday,August
posted,,PAYMENT,Jacqueline,2908.06,F,30,,22.0,CUS-497688347,138.63,-34.93,8,5,Sunday,August
authorized,0.0,POS,Daniel,4060.53,M,22,VIC,31.89,CUS-1617121891,255.0,-573.0,8,5,Sunday,August
authorized,0.0,SALES-POS,Daniel,3966.54,M,22,VIC,93.99,CUS-1617121891,255.0,-573.0,8,5,Sunday,August
authorized,1.0,POS,Daniel,3907.81,M,22,VIC,58.73,CUS-1617121891,255.0,-573.0,8,5,Sunday,August
posted,,PAYMENT,Kristin,800.22,F,43,,124.0,CUS-4123612273,144.95,-37.76,8,5,Sunday,August
authorized,1.0,SALES-POS,Joseph,1043.17,M,37,QLD,6.11,CUS-2695611575,153.32,-27.93,8,5,Sunday,August
authorized,0.0,SALES-POS,Rhonda,1073.65,F,40,QLD,24.15,CUS-1614226872,153.1,-27.66,8,5,Sunday,August
posted,,PAYMENT,Marissa,1896.08,F,23,,18.0,CUS-2500783281,145.01,-37.93,8,5,Sunday,August
authorized,1.0,SALES-POS,Billy,3448.32,M,52,WA,18.82,CUS-134833760,116.02,-31.87,8,5,Sunday,August
authorized,1.0,SALES-POS,James,6628.63,M,28,TAS,15.24,CUS-4023861240,147.63,-22.84,8,5,Sunday,August
authorized,1.0,SALES-POS,Tiffany,1355.34,F,25,WA,11.68,CUS-1669695324,115.74,-31.72,8,5,Sunday,August
authorized,1.0,POS,Ryan,301.1,M,31,NSW,68.31,CUS-3129499595,150.92,-33.77,8,5,Sunday,August
authorized,0.0,SALES-POS,Barry,43.6,M,38,NSW,7.15,CUS-1604596597,138.67,-34.86,8,5,Sunday,August
authorized,0.0,POS,Emily,28450.49,F,43,VIC,36.5,CUS-3255104878,145.35,-38.03,8,5,Sunday,August
authorized,1.0,SALES-POS,Ryan,272.39,M,31,NSW,28.71,CUS-3129499595,150.92,-33.77,8,5,Sunday,August
authorized,1.0,POS,Joseph,1036.34,M,37,QLD,6.83,CUS-2695611575,153.32,-27.93,8,5,Sunday,August
authorized,1.0,POS,Michael,50212.4,M,19,VIC,14.68,CUS-1609060617,115.9,-31.92,8,5,Sunday,August
authorized,0.0,SALES-POS,Rachael,2204.97,F,21,VIC,28.08,CUS-134193016,145.06,-37.95,8,5,Sunday,August
authorized,0.0,POS,Christopher,5738.18,M,35,SA,21.52,CUS-1896554896,151.68,-32.98,8,5,Sunday,August
authorized,1.0,SALES-POS,Michael,50198.12,M,19,WA,14.28,CUS-1609060617,115.9,-31.92,8,5,Sunday,August
authorized,1.0,SALES-POS,Susan,1220.92,F,20,NSW,8.72,CUS-164374203,150.68,-33.79,8,5,Sunday,August
authorized,1.0,SALES-POS,Michelle,1469.85,F,19,NSW,6.31,CUS-883482547,150.82,-34.01,8,5,Sunday,August
authorized,1.0,POS,Jeffrey,1720.26,M,24,VIC,40.47,CUS-1433879684,145.0,-37.83,8,5,Sunday,August
authorized,1.0,SALES-POS,James,6536.0,M,28,WA,92.63,CUS-4023861240,147.63,-22.84,8,5,Sunday,August
authorized,1.0,SALES-POS,Kenneth,2553.9,M,35,QLD,28.51,CUS-2738291516,153.02,-27.66,8,5,Sunday,August
posted,,PAYMENT,Michael,363.2,M,40,,25.0,CUS-2031327464,151.23,-33.96,8,5,Sunday,August
authorized,1.0,POS,Ronald,1914.87,M,25,SA,37.15,CUS-2178051368,145.73,-17.03,8,5,Sunday,August
authorized,1.0,SALES-POS,Michelle,1447.98,F,19,NSW,21.87,CUS-883482547,150.82,-34.01,8,5,Sunday,August
authorized,1.0,SALES-POS,Michelle,1442.52,F,19,VIC,5.46,CUS-883482547,150.82,-34.01,8,5,Sunday,August
posted,,PAYMENT,Craig,29662.05,M,28,,80.0,CUS-2663907001,151.12,-33.89,8,5,Sunday,August
authorized,0.0,SALES-POS,Ronald,1909.86,M,25,VIC,5.01,CUS-2178051368,145.73,-17.03,8,5,Sunday,August
authorized,1.0,POS,Michelle,1385.79,F,19,NSW,56.73,CUS-883482547,150.82,-34.01,8,5,Sunday,August
authorized,1.0,POS,Robert,1516.38,M,20,NSW,12.04,CUS-2688605418,151.22,-33.87,8,6,Monday,August
authorized,0.0,SALES-POS,Melissa,79.76,F,30,QLD,5.04,CUS-55310383,149.83,-29.47,8,6,Monday,August
posted,,PAYMENT,Tim,54418.71,M,40,,183.0,CUS-1816693151,115.83,-31.9,8,6,Monday,August
posted,,PAYMENT,Ryan,30028.77,M,38,,185.0,CUS-3249305314,151.27,-33.9,8,6,Monday,August
posted,,INTER BANK,Matthew,6582.79,M,39,,33.0,CUS-1790886359,145.17,-37.84,8,6,Monday,August
posted,,INTER BANK,Susan,723.87,F,19,,24.0,CUS-1928710999,145.15,-37.76,8,6,Monday,August
authorized,0.0,POS,Maria,1805.27,F,35,NSW,53.43,CUS-2650223890,138.69,-34.84,8,6,Monday,August
posted,,PAYMENT,Michele,1002.27,F,30,,66.0,CUS-1271030853,145.04,-37.85,8,6,Monday,August
posted,,PAYMENT,Tyler,1861.27,M,69,,70.0,CUS-1388323263,144.96,-37.76,8,6,Monday,August
posted,,PAYMENT,Michael,174.2,M,40,,189.0,CUS-2031327464,151.23,-33.96,8,6,Monday,August
posted,,PAYMENT,Richard,2290.96,M,22,,34.0,CUS-2283904812,145.03,-37.88,8,6,Monday,August
posted,,PAYMENT,Maria,1770.27,F,35,,35.0,CUS-2650223890,138.69,-34.84,8,6,Monday,August
authorized,1.0,SALES-POS,Jessica,16161.93,F,34,SA,18.6,CUS-1196156254,138.52,-35.01,8,6,Monday,August
authorized,1.0,SALES-POS,Michael,50178.87,M,19,WA,19.25,CUS-1609060617,115.9,-31.92,8,6,Monday,August
posted,,INTER BANK,Richard,11111.76,M,24,,39.0,CUS-51506836,152.99,-27.49,8,6,Monday,August
authorized,1.0,SALES-POS,Amy,1462.14,F,43,VIC,18.55,CUS-2599279756,142.77,-37.06,8,6,Monday,August
authorized,1.0,SALES-POS,Richard,1174.56,M,37,NSW,50.57,CUS-3201519139,149.19,-21.15,8,6,Monday,August
authorized,1.0,SALES-POS,Michelle,1366.25,F,19,NSW,19.54,CUS-883482547,150.82,-34.01,8,6,Monday,August
authorized,1.0,POS,Robert,1491.29,M,20,NSW,25.09,CUS-2688605418,151.22,-33.87,8,6,Monday,August
authorized,1.0,POS,Sandra,228.34,F,34,NT,17.75,CUS-4142663097,130.9,-12.37,8,6,Monday,August
authorized,1.0,SALES-POS,Rachael,2195.47,F,21,VIC,9.5,CUS-134193016,145.06,-37.95,8,6,Monday,August
authorized,1.0,SALES-POS,Rachael,2156.82,F,21,NSW,38.65,CUS-134193016,145.06,-37.95,8,6,Monday,August
authorized,1.0,SALES-POS,Jessica,16153.94,F,34,ACT,7.99,CUS-1196156254,138.52,-35.01,8,6,Monday,August
authorized,1.0,SALES-POS,Isaiah,7867.58,M,23,NSW,14.04,CUS-1462656821,151.27,-33.76,8,6,Monday,August
authorized,1.0,SALES-POS,Melissa,44.35,F,30,NSW,35.41,CUS-55310383,149.83,-29.47,8,6,Monday,August
authorized,1.0,SALES-POS,Stephanie,100.23,F,53,QLD,16.66,CUS-1005756958,153.03,-27.51,8,6,Monday,August
authorized,0.0,SALES-POS,Jessica,16140.55,F,34,SA,13.39,CUS-1196156254,138.52,-35.01,8,6,Monday,August
authorized,1.0,POS,Christopher,57959.46,M,33,VIC,17.39,CUS-3117610635,145.13,-37.7,8,6,Monday,August
authorized,1.0,POS,Barry,30.01,M,38,SA,13.59,CUS-1604596597,138.67,-34.86,8,6,Monday,August
authorized,1.0,POS,Tiffany,1340.64,F,25,WA,14.7,CUS-1669695324,115.74,-31.72,8,6,Monday,August
authorized,1.0,SALES-POS,Heather,1298.8,F,41,VIC,14.24,CUS-2348881191,144.93,-37.79,8,6,Monday,August
authorized,1.0,POS,Rhonda,1067.44,F,40,QLD,6.21,CUS-1614226872,153.1,-27.66,8,6,Monday,August
authorized,1.0,POS,Rhonda,1021.48,F,40,QLD,45.96,CUS-1614226872,153.1,-27.66,8,6,Monday,August
authorized,1.0,SALES-POS,Maria,1753.44,F,35,SA,16.83,CUS-2650223890,138.69,-34.84,8,6,Monday,August
authorized,1.0,POS,Dustin,777.17,M,28,VIC,46.36,CUS-1140341822,144.97,-37.42,8,6,Monday,August
authorized,1.0,SALES-POS,Rhonda,986.67,F,40,QLD,34.81,CUS-1614226872,153.1,-27.66,8,6,Monday,August
posted,,PAYMENT,Robin,1680.28,F,34,,46.0,CUS-1147642491,151.04,-33.77,8,6,Monday,August
posted,,PAYMENT,Michael,50141.87,M,19,,37.0,CUS-1609060617,115.9,-31.92,8,6,Monday,August
posted,,PAYMENT,Ryan,29986.77,M,38,,42.0,CUS-3249305314,151.27,-33.9,8,6,Monday,August
authorized,1.0,SALES-POS,Robert,1474.54,M,20,NSW,16.75,CUS-2688605418,151.22,-33.87,8,6,Monday,August
authorized,0.0,POS,Robert,1459.35,M,20,NSW,15.19,CUS-2688605418,151.22,-33.87,8,6,Monday,August
posted,,PAYMENT,Isaiah,7766.58,M,23,,101.0,CUS-1462656821,151.27,-33.76,8,6,Monday,August
authorized,1.0,SALES-POS,Tiffany,1337.95,F,25,WA,2.69,CUS-1669695324,115.74,-31.72,8,6,Monday,August
authorized,1.0,SALES-POS,Gregory,523.15,M,42,NSW,52.19,CUS-3904958894,150.9,-33.78,8,6,Monday,August
authorized,1.0,POS,Michelle,1336.71,F,19,NSW,29.54,CUS-883482547,150.82,-34.01,8,6,Monday,August
authorized,1.0,SALES-POS,Kristin,784.27,F,43,VIC,15.95,CUS-4123612273,144.95,-37.76,8,6,Monday,August
authorized,1.0,POS,Diana,455.13,F,26,SA,33.82,CUS-2487424745,153.41,-27.95,8,6,Monday,August
posted,,PAYMENT,Lucas,5795.11,M,21,,40.0,CUS-1117979751,115.81,-31.82,8,6,Monday,August
posted,,PAYMENT,Craig,29642.05,M,28,,20.0,CUS-2663907001,151.12,-33.89,8,6,Monday,August
authorized,1.0,POS,Gregory,496.81,M,42,NSW,26.34,CUS-3904958894,150.9,-33.78,8,6,Monday,August
posted,,INTER BANK,Michele,947.27,F,30,,55.0,CUS-1271030853,145.04,-37.85,8,6,Monday,August
posted,,PAYMENT,Tiffany,1177.95,F,25,,160.0,CUS-1669695324,115.74,-31.72,8,6,Monday,August
posted,,PAYMENT,Marissa,1874.08,F,23,,22.0,CUS-2500783281,145.01,-37.93,8,6,Monday,August
authorized,1.0,SALES-POS,Christopher,5728.67,M,35,NSW,9.51,CUS-1896554896,151.68,-32.98,8,6,Monday,August
authorized,0.0,SALES-POS,James,6523.89,M,28,WA,12.11,CUS-4023861240,147.63,-22.84,8,6,Monday,August
authorized,0.0,POS,Diana,445.37,F,26,NSW,9.76,CUS-2487424745,153.41,-27.95,8,6,Monday,August
authorized,1.0,POS,Gregory,449.05,M,42,NSW,47.76,CUS-3904958894,150.9,-33.78,8,6,Monday,August
authorized,1.0,SALES-POS,Craig,29629.39,M,28,NSW,12.66,CUS-2663907001,151.12,-33.89,8,6,Monday,August
posted,,PAYMENT,Susan,687.87,F,19,,36.0,CUS-1928710999,145.15,-37.76,8,6,Monday,August
posted,,PAYMENT,Craig,29501.39,M,28,,128.0,CUS-2663907001,151.12,-33.89,8,6,Monday,August
posted,,PAYMENT,Kimberly,1430.02,F,24,,53.0,CUS-3378712515,145.45,-37.74,8,6,Monday,August
authorized,0.0,SALES-POS,Kenneth,2524.19,M,35,NSW,29.71,CUS-2738291516,153.02,-27.66,8,6,Monday,August
authorized,1.0,POS,Virginia,1868.58,F,20,WA,17.89,CUS-127297539,115.79,-31.79,8,6,Monday,August
authorized,1.0,POS,Heather,1275.95,F,41,VIC,22.85,CUS-2348881191,144.93,-37.79,8,6,Monday,August
authorized,1.0,SALES-POS,Rhonda,1865.6,F,40,QLD,13.16,CUS-1614226872,153.1,-27.66,8,6,Monday,August
posted,,PAYMENT,Tyler,1797.27,M,69,,64.0,CUS-1388323263,144.96,-37.76,8,6,Monday,August
authorized,1.0,SALES-POS,Charles,6.49,M,18,QLD,7.18,CUS-3336454548,153.41,-28.01,8,6,Monday,August
authorized,0.0,SALES-POS,Ryan,29969.33,M,38,NSW,17.44,CUS-3249305314,151.27,-33.9,8,6,Monday,August
authorized,1.0,SALES-POS,Amy,1435.25,F,43,VIC,26.89,CUS-2599279756,142.77,-37.06,8,6,Monday,August
authorized,1.0,SALES-POS,Catherine,10.15,F,26,NSW,8.3,CUS-331942311,151.27,-33.85,8,6,Monday,August
authorized,0.0,SALES-POS,Michael,2430.08,M,44,VIC,21.8,CUS-1233833708,145.18,-37.9,8,6,Monday,August
authorized,0.0,POS,Rachael,2063.89,F,21,VIC,92.93,CUS-134193016,145.06,-37.95,8,6,Monday,August
authorized,1.0,POS,Christopher,57937.15,M,33,VIC,22.31,CUS-3117610635,145.13,-37.7,8,6,Monday,August
authorized,1.0,SALES-POS,Kenneth,2479.1,M,35,QLD,45.09,CUS-2738291516,153.02,-27.66,8,6,Monday,August
authorized,1.0,POS,Heather,1239.13,F,41,VIC,36.82,CUS-2348881191,144.93,-37.79,8,6,Monday,August
posted,,PAYMENT,Ryan,29835.33,M,38,,134.0,CUS-3249305314,151.27,-33.9,8,6,Monday,August
posted,,PAYMENT,Edward,5022.83,M,19,,31.0,CUS-443776336,115.98,-32.07,8,6,Monday,August
authorized,1.0,POS,Ronald,1902.77,M,25,NSW,7.09,CUS-2178051368,145.73,-17.03,8,6,Monday,August
posted,,INTER BANK,Kimberly,14.97,F,27,,20.0,CUS-1739931018,147.61,-37.82,8,6,Monday,August
posted,,PAYMENT,Robert,6647.49,M,26,,61.0,CUS-880898248,144.89,-37.69,8,6,Monday,August
authorized,1.0,POS,Richard,11102.53,M,24,NSW,9.23,CUS-51506836,152.99,-27.49,8,7,Tuesday,August
authorized,1.0,POS,Michelle,5286.04,F,19,WA,28.13,CUS-883482547,150.82,-34.01,8,7,Tuesday,August
authorized,1.0,SALES-POS,Stephanie,66.53,F,53,QLD,33.7,CUS-1005756958,153.03,-27.51,8,7,Tuesday,August
posted,,INTER BANK,Diana,425.37,F,26,,20.0,CUS-2487424745,153.41,-27.95,8,7,Tuesday,August
posted,,PHONE BANK,Jeffrey,1205.42,M,30,,134.0,CUS-860700529,153.05,-27.61,8,7,Tuesday,August
posted,,INTER BANK,Linda,1305.05,F,35,,17.0,CUS-2155701614,144.96,-37.84,8,7,Tuesday,August
posted,,PHONE BANK,Kenneth,4364.89,M,29,,43.0,CUS-261674136,121.48,-30.75,8,7,Tuesday,August
authorized,1.0,POS,Ryan,261.71,M,31,NSW,10.68,CUS-3129499595,150.92,-33.77,8,7,Tuesday,August
posted,,INTER BANK,Rachael,2043.89,F,21,,20.0,CUS-134193016,145.06,-37.95,8,7,Tuesday,August
posted,,PAYMENT,Craig,29471.39,M,28,,30.0,CUS-2663907001,151.12,-33.89,8,7,Tuesday,August
authorized,1.0,SALES-POS,Robert,1449.22,M,20,NSW,10.13,CUS-2688605418,151.22,-33.87,8,7,Tuesday,August
posted,,INTER BANK,Alexander,5545.25,M,38,,42.0,CUS-1478398256,143.88,-37.66,8,7,Tuesday,August
posted,,PAYMENT,Sandra,208.34,F,34,,20.0,CUS-4142663097,130.9,-12.37,8,7,Tuesday,August
posted,,PAYMENT,Christine,4194.53,F,39,,21.0,CUS-2376382098,151.04,-33.8,8,7,Tuesday,August
posted,,PAYMENT,Darren,9598.69,M,20,,39.0,CUS-2110742437,138.56,-35.27,8,7,Tuesday,August
posted,,PAYMENT,Timothy,2487.5,M,20,,34.0,CUS-2484453271,145.23,-37.86,8,7,Tuesday,August
posted,,PAYMENT,Diana,389.37,F,26,,36.0,CUS-2487424745,153.41,-27.95,8,7,Tuesday,August
posted,,PAYMENT,Linda,1269.05,F,35,,36.0,CUS-2155701614,144.96,-37.84,8,7,Tuesday,August
authorized,1.0,POS,Diana,378.23,F,26,QLD,11.14,CUS-2487424745,153.41,-27.95,8,7,Tuesday,August
posted,,INTER BANK,Craig,29442.39,M,28,,29.0,CUS-2663907001,151.12,-33.89,8,7,Tuesday,August
posted,,PAYMENT,Michelle,5209.29,F,19,,54.0,CUS-883482547,150.82,-34.01,8,7,Tuesday,August
posted,,PAYMENT,Michelle,5009.29,F,19,,200.0,CUS-883482547,150.82,-34.01,8,7,Tuesday,August
authorized,1.0,SALES-POS,James,9056.22,M,28,WA,6.35,CUS-4023861240,147.63,-22.84,8,7,Tuesday,August
authorized,1.0,SALES-POS,Ryan,239.86,M,31,NSW,21.85,CUS-3129499595,150.92,-33.77,8,7,Tuesday,August
authorized,0.0,POS,Fernando,4120.92,M,19,TAS,18.71,CUS-2317998716,146.94,-36.04,8,7,Tuesday,August
authorized,1.0,SALES-POS,Jessica,16115.62,F,34,ACT,24.93,CUS-1196156254,138.52,-35.01,8,7,Tuesday,August
authorized,1.0,SALES-POS,Christopher,5697.08,M,35,NSW,31.59,CUS-1896554896,151.68,-32.98,8,7,Tuesday,August
authorized,0.0,SALES-POS,Jeffrey,1701.65,M,24,VIC,18.61,CUS-1433879684,145.0,-37.83,8,7,Tuesday,August
authorized,1.0,POS,Kimberly,0.24,F,27,VIC,14.73,CUS-1739931018,147.61,-37.82,8,7,Tuesday,August
authorized,1.0,SALES-POS,Eric,33108.1,M,42,VIC,52.0,CUS-3151318058,144.98,-37.84,8,7,Tuesday,August
authorized,1.0,POS,Tiffany,1160.4,F,25,VIC,17.55,CUS-1669695324,115.74,-31.72,8,7,Tuesday,August
authorized,1.0,POS,Rhonda,1814.26,F,40,VIC,51.34,CUS-1614226872,153.1,-27.66,8,7,Tuesday,August
authorized,0.0,SALES-POS,Tonya,2636.86,F,27,WA,23.46,CUS-3026014945,116.06,-32.0,8,7,Tuesday,August
authorized,1.0,SALES-POS,Tiffany,1147.6,F,25,WA,12.8,CUS-1669695324,115.74,-31.72,8,7,Tuesday,August
authorized,1.0,POS,Rhonda,1805.08,F,40,WA,9.18,CUS-1614226872,153.1,-27.66,8,7,Tuesday,August
authorized,1.0,SALES-POS,Michelle,5263.29,F,19,QLD,22.75,CUS-883482547,150.82,-34.01,8,7,Tuesday,August
authorized,1.0,SALES-POS,Robert,6633.04,M,26,VIC,14.45,CUS-880898248,144.89,-37.69,8,7,Tuesday,August
authorized,1.0,SALES-POS,Stephanie,52.57,F,53,NSW,13.96,CUS-1005756958,153.03,-27.51,8,7,Tuesday,August
authorized,1.0,POS,Jessica,9.63,F,21,NT,9.71,CUS-325142416,130.84,-12.45,8,7,Tuesday,August
authorized,1.0,SALES-POS,Jeffrey,1569.46,M,24,QLD,132.19,CUS-1433879684,145.0,-37.83,8,7,Tuesday,August
authorized,1.0,POS,Tonya,2613.71,F,27,WA,23.15,CUS-3026014945,116.06,-32.0,8,7,Tuesday,August
authorized,1.0,POS,Diana,370.38,F,26,QLD,7.85,CUS-2487424745,153.41,-27.95,8,7,Tuesday,August
posted,,PAYMENT,Linda,1224.05,F,35,,45.0,CUS-2155701614,144.96,-37.84,8,7,Tuesday,August
authorized,0.0,SALES-POS,Joseph,957.37,M,37,NSW,78.97,CUS-2695611575,153.32,-27.93,8,7,Tuesday,August
authorized,1.0,SALES-POS,Christopher,5690.18,M,35,ACT,6.9,CUS-1896554896,151.68,-32.98,8,7,Tuesday,August
authorized,1.0,POS,Christopher,5667.78,M,35,SA,22.4,CUS-1896554896,151.68,-32.98,8,7,Tuesday,August
authorized,1.0,SALES-POS,Debra,31.37,F,18,QLD,32.32,CUS-1842679196,138.61,-34.89,8,7,Tuesday,August
authorized,1.0,POS,Rhonda,1783.86,F,40,QLD,21.22,CUS-1614226872,153.1,-27.66,8,7,Tuesday,August
authorized,1.0,POS,Tonya,2604.08,F,27,NSW,9.63,CUS-3026014945,116.06,-32.0,8,7,Tuesday,August
authorized,1.0,SALES-POS,Robert,1241.98,M,20,NSW,207.24,CUS-2688605418,151.22,-33.87,8,7,Tuesday,August
authorized,1.0,SALES-POS,Diana,360.95,F,26,NSW,9.43,CUS-2487424745,153.41,-27.95,8,7,Tuesday,August
authorized,1.0,POS,Rhonda,1761.39,F,40,QLD,22.47,CUS-1614226872,153.1,-27.66,8,7,Tuesday,August
authorized,0.0,POS,Barry,11.23,M,38,SA,18.78,CUS-1604596597,138.67,-34.86,8,7,Tuesday,August
authorized,1.0,POS,Diana,355.4,F,26,QLD,5.55,CUS-2487424745,153.41,-27.95,8,7,Tuesday,August
posted,,PAYMENT,Jessica,16076.62,F,34,,39.0,CUS-1196156254,138.52,-35.01,8,7,Tuesday,August
posted,,PAYMENT,Ronald,1803.77,M,25,,99.0,CUS-2178051368,145.73,-17.03,8,7,Tuesday,August
posted,,INTER BANK,Marissa,1661.08,F,23,,213.0,CUS-2500783281,145.01,-37.93,8,7,Tuesday,August
posted,,PAYMENT,Luis,1374.71,M,27,,28.0,CUS-3180318393,144.71,-37.58,8,7,Tuesday,August
authorized,1.0,SALES-POS,Joseph,950.02,M,37,NSW,7.35,CUS-2695611575,153.32,-27.93,8,7,Tuesday,August
authorized,0.0,SALES-POS,Tonya,2596.82,F,27,WA,7.26,CUS-3026014945,116.06,-32.0,8,7,Tuesday,August
authorized,1.0,SALES-POS,Stephanie,41.4,F,53,QLD,11.17,CUS-1005756958,153.03,-27.51,8,7,Tuesday,August
authorized,1.0,POS,Kristin,768.16,F,43,VIC,16.11,CUS-4123612273,144.95,-37.76,8,7,Tuesday,August
posted,,PAYMENT,Tiffany,1115.6,F,25,,32.0,CUS-1669695324,115.74,-31.72,8,7,Tuesday,August
authorized,0.0,POS,Kristin,734.9,F,43,VIC,33.26,CUS-4123612273,144.95,-37.76,8,7,Tuesday,August
authorized,1.0,SALES-POS,Diana,352.91,F,26,QLD,2.49,CUS-2487424745,153.41,-27.95,8,7,Tuesday,August
authorized,1.0,POS,Michael,0.25,M,38,VIC,5.46,CUS-2142601169,151.23,-33.94,8,7,Tuesday,August
authorized,1.0,POS,Diana,341.64,F,26,QLD,11.27,CUS-2487424745,153.41,-27.95,8,7,Tuesday,August
authorized,1.0,SALES-POS,Robert,6623.52,M,26,VIC,9.52,CUS-880898248,144.89,-37.69,8,7,Tuesday,August
authorized,1.0,SALES-POS,Antonio,396.47,M,26,WA,11.77,CUS-1646621553,115.78,-31.9,8,7,Tuesday,August
posted,,PAYMENT,Paul,845.39,M,25,,46.0,CUS-3989008654,115.79,-31.94,8,7,Tuesday,August
authorized,1.0,POS,Jeffrey,1557.61,M,24,VIC,11.85,CUS-1433879684,145.0,-37.83,8,7,Tuesday,August
authorized,1.0,POS,Kristin,149.66,F,43,SA,29.47,CUS-4123612273,144.95,-37.76,8,7,Tuesday,August
posted,,PAYMENT,Michele,793.27,F,30,,154.0,CUS-1271030853,145.04,-37.85,8,7,Tuesday,August
posted,,PAYMENT,Tyler,952.55,M,44,,27.0,CUS-1892177589,144.79,-37.73,8,7,Tuesday,August
posted,,INTER BANK,Gregory,429.05,M,42,,20.0,CUS-3904958894,150.9,-33.78,8,7,Tuesday,August
authorized,1.0,SALES-POS,Kristin,131.44,F,43,VIC,18.22,CUS-4123612273,144.95,-37.76,8,7,Tuesday,August
authorized,1.0,SALES-POS,Robert,1228.08,M,20,NSW,13.9,CUS-2688605418,151.22,-33.87,8,7,Tuesday,August
authorized,1.0,SALES-POS,Kaitlyn,2488.33,F,21,NSW,19.63,CUS-809013380,114.62,-28.8,8,7,Tuesday,August
posted,,PAYMENT,Sarah,13412.19,F,46,,45.0,CUS-1499065773,151.09,-33.91,8,7,Tuesday,August
posted,,INTER BANK,Ryan,29806.33,M,38,,29.0,CUS-3249305314,151.27,-33.9,8,7,Tuesday,August
authorized,1.0,SALES-POS,Diana,333.24,F,26,QLD,8.4,CUS-2487424745,153.41,-27.95,8,7,Tuesday,August
authorized,1.0,SALES-POS,Diana,329.98,F,26,QLD,3.26,CUS-2487424745,153.41,-27.95,8,7,Tuesday,August
authorized,1.0,POS,Richard,17029.05,M,24,NSW,97.97,CUS-51506836,152.99,-27.49,8,7,Tuesday,August
authorized,0.0,SALES-POS,Kaitlyn,2468.31,F,21,WA,20.02,CUS-809013380,114.62,-28.8,8,7,Tuesday,August
posted,,PAYMENT,Billy,3428.32,M,52,,20.0,CUS-134833760,116.02,-31.87,8,7,Tuesday,August
posted,,PAYMENT,Matthew,6548.79,M,39,,34.0,CUS-1790886359,145.17,-37.84,8,7,Tuesday,August
authorized,1.0,SALES-POS,Tiffany,1092.01,F,25,WA,23.59,CUS-1669695324,115.74,-31.72,8,7,Tuesday,August
posted,,PHONE BANK,Eric,2691.88,M,22,,158.0,CUS-326006476,151.18,-33.8,8,7,Tuesday,August
authorized,0.0,POS,Amy,954.74,F,43,NSW,480.51,CUS-2599279756,142.77,-37.06,8,7,Tuesday,August
authorized,1.0,POS,Charles,4135.85,M,18,QLD,2.87,CUS-3336454548,153.41,-28.01,8,7,Tuesday,August
posted,,PAYMENT,Michael,29239.62,M,21,,135.0,CUS-2059096722,146.92,-36.07,8,7,Tuesday,August
authorized,1.0,POS,Kaitlyn,2458.78,F,21,NSW,9.53,CUS-809013380,114.62,-28.8,8,7,Tuesday,August
authorized,0.0,POS,Jessica,15983.87,F,34,SA,92.75,CUS-1196156254,138.52,-35.01,8,7,Tuesday,August
posted,,PAYMENT,Daniel,2013.81,M,22,,40.0,CUS-1617121891,255.0,-573.0,8,7,Tuesday,August
authorized,1.0,POS,Ronald,1776.93,M,25,VIC,26.84,CUS-2178051368,145.73,-17.03,8,7,Tuesday,August
authorized,1.0,SALES-POS,Joseph,921.05,M,37,VIC,28.97,CUS-2695611575,153.32,-27.93,8,8,Wednesday,August
authorized,1.0,POS,Amy,935.95,F,43,VIC,18.79,CUS-2599279756,142.77,-37.06,8,8,Wednesday,August
authorized,0.0,SALES-POS,James,9027.66,M,28,NSW,28.56,CUS-4023861240,147.63,-22.84,8,8,Wednesday,August
authorized,1.0,POS,Kaitlyn,2435.76,F,21,WA,23.02,CUS-809013380,114.62,-28.8,8,8,Wednesday,August
authorized,1.0,POS,Kenneth,2448.38,M,35,QLD,30.72,CUS-2738291516,153.02,-27.66,8,8,Wednesday,August
authorized,1.0,SALES-POS,Abigail,1913.92,F,40,NSW,42.66,CUS-2505971401,138.58,-34.96,8,8,Wednesday,August
posted,,PAYMENT,Tyler,796.55,M,44,,156.0,CUS-1892177589,144.79,-37.73,8,8,Wednesday,August
posted,,INTER BANK,Michael,2433.56,M,40,,21.0,CUS-2031327464,151.23,-33.96,8,8,Wednesday,August
posted,,PAYMENT,Fernando,4093.92,M,19,,27.0,CUS-2317998716,146.94,-36.04,8,8,Wednesday,August
posted,,PAYMENT,Kristin,102.44,F,43,,29.0,CUS-4123612273,144.95,-37.76,8,8,Wednesday,August
authorized,1.0,SALES-POS,Kaitlyn,2407.71,F,21,NSW,28.05,CUS-809013380,114.62,-28.8,8,8,Wednesday,August
posted,,INTER BANK,Isaiah,7217.68,M,23,,25.0,CUS-1462656821,151.27,-33.76,8,8,Wednesday,August
posted,,INTER BANK,Ricky,2625.6,M,43,,39.0,CUS-3142625864,145.16,-37.84,8,8,Wednesday,August
authorized,1.0,POS,Michelle,4891.7,F,19,NSW,117.59,CUS-883482547,150.82,-34.01,8,8,Wednesday,August
posted,,PAYMENT,Alexander,5362.25,M,38,,183.0,CUS-1478398256,143.88,-37.66,8,8,Wednesday,August
posted,,PAYMENT,Karen,3852.05,F,26,,55.0,CUS-2630892467,149.03,-34.97,8,8,Wednesday,August
posted,,PAYMENT,Ruth,1231.91,F,47,,58.0,CUS-3716701010,115.72,-32.28,8,8,Wednesday,August
